Date,Close,High,Low,Open,Volume,Ticker
2025-07-11,210.5193634033203,211.4864217284832,209.22330444266436,209.9311570606941,39765800.0,AAPL
2025-07-14,207.9870758056641,210.27013683517245,206.91035052542597,209.293099043616,38840100.0,AAPL
2025-07-15,208.47560119628903,211.2471659954246,208.2861751856472,208.5852680860029,42296300.0,AAPL
2025-07-16,209.5224151611328,211.7556096589697,208.0070223143888,209.6619898172476,47490500.0,AAPL
2025-07-17,209.38282775878903,211.15742622671812,208.95412441878605,209.93116216460888,48068100.0,AAPL
2025-07-18,210.539306640625,211.1474566075158,209.06380098140497,210.23024956462243,48974600.0,AAPL
2025-07-21,211.8353576660156,215.12534891613052,210.98794558852117,211.4565208835752,51377400.0,AAPL
2025-07-22,213.74954223632807,214.29787667610697,211.5861274580158,212.4933703299684,46404100.0,AAPL
2025-07-23,213.50030517578125,214.49727137359017,211.76559372759172,214.3477325289176,46989300.0,AAPL
2025-07-24,213.1114654541016,215.0356179140754,212.8821675134036,213.25104009789536,46022600.0,AAPL
2025-07-25,213.2311248779297,214.58699944946255,212.7525701732737,214.04862920984863,40268800.0,AAPL
2025-07-28,213.40061950683597,214.1981955143971,212.41361748607304,213.38067592321025,37858000.0,AAPL
2025-07-29,210.6290435791016,214.1582970701604,210.18041185237743,213.53020352524888,51411700.0,AAPL
2025-07-30,208.415771484375,211.74563469104575,207.0898047125579,211.2571158132724,45512500.0,AAPL
2025-07-31,206.94027709960935,209.20337937318877,206.5315173151756,207.85748415888983,80698400.0,AAPL
2025-08-01,201.7660217285156,212.93203997684435,200.8886866162373,210.23025491744008,104434500.0,AAPL
2025-08-04,202.7330780029297,207.24933356384108,201.06813110178,203.8895472057539,75109300.0,AAPL
2025-08-05,202.3043670654297,204.7170232958933,201.5466782764192,202.7829065525681,44155100.0,AAPL
2025-08-06,212.60304260253903,214.72658548105815,204.96627784328447,205.00616501036765,108483100.0,AAPL
2025-08-07,219.36245727539065,220.1799768073744,215.92292715514495,218.2159523061407,90224800.0,AAPL
2025-08-08,228.65419006347656,230.29917810781973,218.58482597462975,220.16003429974123,113854000.0,AAPL
2025-08-11,226.747802734375,229.12327986736796,224.3324083989562,227.486400432218,61806100.0,AAPL
2025-08-12,229.21310424804688,230.36092560837628,226.63802588155735,227.57622481823225,55626200.0,AAPL
2025-08-13,232.88612365722656,234.552944884794,229.99163136972763,230.6304284784954,69878500.0,AAPL
2025-08-14,232.337158203125,234.6727029329224,230.41083714463488,233.6147219132583,51916300.0,AAPL
2025-08-15,231.1494140625,233.834298979768,228.9036945156081,233.5548328767578,56038700.0,AAPL
2025-08-18,230.4507598876953,232.67651332576617,229.672244959047,231.25921652669464,37476200.0,AAPL
2025-08-19,230.1213836669922,232.42698672077373,228.9136940815642,230.8400151681398,39402600.0,AAPL
2025-08-20,225.5800323486328,230.0315543310328,225.3404986724704,229.54248102593337,42263900.0,AAPL
2025-08-21,224.4721527099609,226.08908123987143,223.3542882288465,225.83955683035407,30621200.0,AAPL
2025-08-22,227.3267059326172,228.65417758009715,224.98118568943212,225.7397343895232,42477800.0,AAPL
2025-08-25,226.72784423828125,228.8637723966904,225.7996055926997,226.04912998143797,30983100.0,AAPL
2025-08-26,228.87376403808597,229.0534295301293,224.2625578823749,226.438403395408,54575100.0,AAPL
2025-08-27,230.0515289306641,230.46073738560716,227.82576024347395,228.17510050695543,31259500.0,AAPL
2025-08-28,232.1175842285156,232.9659733126178,228.90370861616245,230.3809040856524,38074700.0,AAPL
2025-08-29,231.6983795166016,232.9360260407387,230.92984008944924,232.0676707602769,39418400.0,AAPL
2025-09-02,229.28298950195312,230.4108447009183,226.53822101083423,228.8138823959992,44075600.0,AAPL
2025-09-03,238.01634216308597,238.395624134605,233.9141603097862,236.75874463665696,66427800.0,AAPL
2025-09-04,239.32383728027344,239.4436041167336,236.2896273284533,237.996365667052,47549400.0,AAPL
2025-09-05,239.2340087890625,240.8609127003189,238.0362947520209,239.5434165987409,54870400.0,AAPL
2025-09-08,237.42745971679688,239.69313028194867,235.89038089866293,238.84475646782596,48999500.0,AAPL
2025-09-09,233.9041748046875,238.3257397896772,232.9160527142261,236.54912730927947,66313900.0,AAPL
2025-09-10,226.35855102539065,231.9778454619465,225.5201526853384,231.7482872752143,83440800.0,AAPL
2025-09-11,229.59239196777344,230.0115911363252,226.21881717306923,226.44839058875493,50208600.0,AAPL
2025-09-12,233.6247100830078,234.063860229386,228.584314210114,228.78393068206051,55824200.0,AAPL
2025-09-15,236.24969482421875,237.7368657054393,234.58287368836287,236.549127145038,42699500.0,AAPL
2025-09-16,237.6969451904297,240.76111223381088,235.87043992435724,236.72878926810645,63421100.0,AAPL
2025-09-17,238.5353546142578,239.6432435766681,237.27774187166392,238.5153883976145,46508000.0,AAPL
2025-09-18,237.42745971679688,240.74113579799257,236.199788714976,239.5134800259323,44249600.0,AAPL
2025-09-19,245.032958984375,245.83144010441063,239.7530294205925,240.77107799962133,163741300.0,AAPL
2025-09-22,255.5928192138672,256.15178189089505,247.64797087115,247.82763635806887,105517400.0,AAPL
2025-09-23,253.9459686279297,256.8504363399061,253.0975947938589,255.3932223520852,60275200.0,AAPL
2025-09-24,251.8300018310547,255.2534845023776,250.5624136207024,254.73446948849343,42303700.0,AAPL
2025-09-25,256.3813171386719,256.6807646844572,251.2311452680336,252.72829161839877,55202100.0,AAPL
2025-09-26,254.97401428222656,257.10994249251326,253.2972024297037,253.61660096533103,46076300.0,AAPL
2025-09-29,253.9459686279297,254.5148915782133,252.52867184357527,254.0757261912774,40127700.0,AAPL
2025-09-30,254.1455993652344,255.4331385813304,252.6284867333586,254.3751575512532,37704300.0,AAPL
2025-10-01,254.9640350341797,258.29769267334166,254.44502000530687,254.55481135314997,48713900.0,AAPL
2025-10-02,256.6408386230469,257.68882891050583,253.66649683440303,256.09186667190835,42630200.0,AAPL
2025-10-03,257.5291442871094,258.7468246365968,253.46689477740225,254.18552630266564,49155600.0,AAPL
2025-10-06,256.20166015625,258.57713717661323,254.56478079871025,257.499174775338,44664100.0,AAPL
2025-10-07,255.9920959472656,256.9103287268919,254.94407514023973,256.32145476920215,31955800.0,AAPL
2025-10-08,257.569091796875,258.0282082133661,255.62278908467795,256.03201279963565,36496900.0,AAPL
2025-10-09,253.55670166015625,257.50917476461467,252.6584199331141,257.3195337882977,38322000.0,AAPL
2025-10-10,244.80340576171875,255.8922708493858,243.53581752909895,254.4550078501572,61999100.0,AAPL
2025-10-13,247.18885803222656,249.2149949644775,245.09284695690997,248.9055871417832,38142900.0,AAPL
2025-10-14,247.29864501953125,248.37659224814223,244.2344780970313,246.1308726626428,35478000.0,AAPL
2025-10-15,248.86566162109372,251.3409547309234,246.99922390992757,249.01538540478128,33893600.0,AAPL
2025-10-16,246.9792633056641,248.56623493239263,244.6636846503341,247.77774448085987,39777000.0,AAPL
2025-10-17,251.81002807617188,252.89796599708643,246.79958926324147,247.5481624372989,49147000.0,AAPL
2025-10-20,261.7411193847656,263.87706298772724,255.143708503654,255.4032084113237,90483000.0,AAPL
2025-10-21,262.27008056640625,264.7853058703715,261.3318664386604,261.3817895915523,46695900.0,AAPL
2025-10-22,257.9583435058594,262.349966966352,254.94406918261987,262.15033525743416,45015300.0,AAPL
2025-10-23,259.0861511230469,260.12418111371363,257.51916110368444,259.4454820834593,32754900.0,AAPL
2025-10-24,262.3200378417969,263.62754335723145,258.68694768993146,260.69313376057823,38253700.0,AAPL
2025-10-27,268.2986145019531,268.60802232244004,264.1465248140549,264.37609822840903,44888200.0,AAPL
2025-10-28,268.4882507324219,269.3765722048576,267.63986169210665,268.4782600095115,41534800.0,AAPL
2025-10-29,269.1869201660156,270.8936584399069,266.6018207191691,268.76770579477784,51086700.0,AAPL
2025-10-30,270.8836669921875,273.6184749716116,267.969239224885,271.4725408872279,69886500.0,AAPL
2025-10-31,269.85565185546875,276.79244258078194,268.647962249571,276.4630533049319,86167100.0,AAPL
2025-11-03,268.53814697265625,270.33474092754267,265.74348587775046,269.90556627002525,50194600.0,AAPL
2025-11-04,269.5262756347656,270.9734988318123,267.11086611942017,267.8195068636227,49274800.0,AAPL
2025-11-05,269.6260986328125,271.18312844251227,266.4221834255846,268.0989800730272,43683100.0,AAPL
2025-11-06,269.2567749023437,272.8798740142925,267.38037702601645,267.38037702601645,51204000.0,AAPL
2025-11-07,267.9592590332031,271.7719991063764,266.26248096015127,269.28671541495146,48227400.0,AAPL
2025-11-10,269.1781311035156,273.4741297822401,267.2099714283653,268.7085692371889,41312400.0,AAPL
2025-11-11,274.99267578125,275.65206242273547,269.5477586519058,269.55775905965567,46208300.0,AAPL
2025-11-12,273.21435546875,275.4722525277038,271.4460210796085,274.74292397164845,48398000.0,AAPL
2025-11-13,272.6948547363281,276.4413491841305,271.83564282199285,273.85374352181776,49602800.0,AAPL
2025-11-14,272.15533447265625,275.702003472256,269.3479639093673,270.7965900477885,47431300.0,AAPL
2025-11-17,267.2099609375,270.2371271729127,265.48159771217263,268.5687054184609,45018300.0,AAPL
2025-11-18,267.19000244140625,270.4569347049811,265.0719890725528,269.7376065335732,45677300.0,AAPL
2025-11-19,268.3089294433594,271.9555110777923,265.2517925781922,265.2817633125939,40424500.0,AAPL
2025-11-20,266.0010986328125,275.17250947675234,265.67142054546326,270.5768036466949,45823600.0,AAPL
2025-11-21,271.2361755371094,273.0744516711978,265.4216397990326,265.70137680880595,59030800.0,AAPL
2025-11-24,275.6620788574219,276.7410558404627,270.64675212306133,270.64675212306133,65585800.0,AAPL
2025-11-25,276.7110900878906,280.1179060838009,274.9926967216935,275.012667049666,46914200.0,AAPL
2025-11-26,277.29052734375,279.26868736786383,276.3714044558947,276.70108254872224,33431400.0,AAPL
2025-11-28,278.5893249511719,278.73917862681736,275.73198274965245,277.0008150112318,20135600.0,AAPL
2025-12-01,282.8353576660156,283.1550658399818,275.88187257202503,277.75011957449965,46587700.0,AAPL
2025-12-02,285.9224548339844,287.1313151163589,282.36578537497866,282.7354345985028,53669500.0,AAPL
2025-12-03,283.8843688964844,288.35019153510143,283.0351573834178,285.9324708384744,43538700.0,AAPL
2025-12-04,280.4375915527344,284.46382276925783,278.32954829392816,283.83440686502166,43989100.0,AAPL
2025-12-05,278.5193786621094,280.8771882481053,277.79005013345267,280.27774306596746,47265800.0,AAPL
2025-12-08,277.6302185058594,279.4085531850005,275.8918244790692,277.8699843761556,38211800.0,AAPL
2025-12-09,276.9208679199219,279.7682096639769,276.6611317163261,277.8999627322321,32193300.0,AAPL
2025-12-10,278.5193786621094,279.48847306800184,276.1815698919154,277.490342786908,33038300.0,AAPL
2025-12-11,277.77008056640625,279.3286197507982,273.5540244422053,278.83908758708685,33248000.0,AAPL
2025-12-12,278.0198669433594,278.9589906850317,276.5612402656973,277.64021728323,39532900.0,AAPL
2025-12-15,273.8537292480469,279.8880911943856,272.5849275039148,279.8880911943856,50409100.0,AAPL
2025-12-16,274.353271484375,275.2424541197232,271.53593087885605,272.5649667835892,37648600.0,AAPL
2025-12-17,271.5858764648437,275.90184538512057,271.38608172110213,274.75292651919426,50138700.0,AAPL
2025-12-18,271.935546875,273.374203136776,266.7004552212896,273.35420232069225,51630700.0,AAPL
2025-12-19,273.4141845703125,274.34330788170604,269.64768928264715,271.8955859651445,144632000.0,AAPL
2025-12-22,270.7166748046875,273.62395794129594,270.25711338978425,272.6048920133635,36571800.0,AAPL
2025-12-23,272.1053771972656,272.2452609569047,269.30800689497966,270.5868091030317,29642000.0,AAPL
2025-12-24,273.55401611328125,275.17249671786806,271.9455359163183,272.085389177814,17910600.0,AAPL
2025-12-26,273.1444091796875,275.1125687682936,272.6049054553,273.9037084592662,21521800.0,AAPL
2025-12-29,273.50408935546875,274.10350406329195,272.0954038139857,272.4350823114352,23715200.0,AAPL
2025-12-30,272.82470703125,273.82377221524894,272.0254670796708,272.5549704076282,22139600.0,AAPL
2025-12-31,271.6058349609375,273.42414083736213,271.4959524300237,272.80472532736104,27293600.0,AAPL
2026-01-02,270.75665283203125,277.5802543100492,268.7485221479618,272.0054842546519,37838100.0,AAPL
2026-01-05,267.0101623535156,271.25618925068443,265.89121426121545,270.38700744645297,45647200.0,AAPL
2026-01-06,262.1147155761719,267.2998660934885,261.8749496989937,266.7503924619391,52352100.0,AAPL
2026-01-07,260.08660888671875,263.4334831315393,259.5671060011504,262.95395138764474,48309800.0,AAPL
2026-01-08,258.7978515625,259.0476178563403,255.4609622909548,256.7797203952787,50419300.0,AAPL
2026-01-09,259.1275329589844,259.9667440583015,255.98048371428257,258.8377955175017,39997000.0,AAPL
2026-01-12,260.0067138671875,261.05572011368304,256.5599267903311,258.9177364764393,45263800.0,AAPL
2026-01-13,260.8059387207031,261.56523797230057,258.148452318208,258.4781303943212,45730800.0,AAPL
2026-01-14,259.71697998046875,261.57525710051715,256.4700180914029,259.247418118488,40019400.0,AAPL
2026-01-15,257.9685974121094,260.7959687899761,256.8096782083212,260.40631875644857,39388600.0,AAPL
2026-01-16,255.29112243652344,258.6579671912775,254.69167723491492,257.6589020182799,72142800.0,AAPL
2026-01-20,246.4693756103516,254.55180921698133,243.1924430560896,252.49373739571587,80267500.0,AAPL
2026-01-21,247.41848754882807,251.3248360900433,244.9507953165175,248.4675090444481,54641700.0,AAPL
2026-01-22,248.1178436279297,250.76536025794263,247.9180183962477,248.96703988447877,39708300.0,AAPL
2026-01-23,247.80812072753903,249.176850391454,244.45126111041236,247.0888078223564,41689000.0,AAPL
2026-01-26,255.17123413085935,256.32015295784896,249.5664780183616,251.24490015634893,55969200.0,AAPL
2026-01-27,258.0285339355469,261.7051166970889,257.96859246831417,258.92771692213245,49648300.0,AAPL
2026-01-28,256.2002868652344,258.61800761819165,254.2720830679268,257.409147241713,41288000.0,AAPL
2026-01-29,258.0385437011719,259.4072580677027,254.17216647920577,257.75880668092503,67253000.0,AAPL
2026-01-30,259.2374267578125,261.6551472598355,251.94423313215475,254.9314433110553,92443400.0,AAPL
2026-02-02,269.7575988769531,270.2371306501278,258.9676766447768,259.7869174093499,73913400.0,AAPL
2026-02-03,269.22808837890625,271.6258386480508,267.3598109321867,268.9483513556569,64394700.0,AAPL
2026-02-04,276.23150634765625,278.68922850453845,272.03545112075,272.03545112075,90545700.0,AAPL
2026-02-05,275.6520690917969,279.2387093202658,272.97458180817284,277.86999494352693,52977400.0,AAPL
2026-02-06,277.8599853515625,280.6473855638201,276.6710954236804,276.8609202349588,50453400.0,AAPL
2026-02-09,274.6199951171875,278.20001220703125,271.70001220703125,277.9100036621094,44623400.0,AAPL
2026-02-10,273.67999267578125,275.3699951171875,272.94000244140625,274.8900146484375,34376900.0,AAPL
2026-02-11,275.5,280.17999267578125,274.45001220703125,274.70001220703125,51931300.0,AAPL
2026-02-12,261.7300109863281,275.7200012207031,260.17999267578125,275.5899963378906,81077200.0,AAPL
2026-02-13,255.77999877929688,262.2300109863281,255.4499969482422,262.010009765625,56290700.0,AAPL
2026-02-17,263.8800048828125,266.2900085449219,255.5399932861328,258.04998779296875,58469100.0,AAPL
2026-02-18,264.3500061035156,266.82000732421875,262.45001220703125,263.6000061035156,34203300.0,AAPL
2026-02-19,260.5799865722656,264.4800109863281,260.04998779296875,262.6000061035156,30845300.0,AAPL
2026-02-20,264.5799865722656,264.75,258.1600036621094,258.9700012207031,42070500.0,AAPL
2026-02-23,266.17999267578125,269.42999267578125,263.3800048828125,263.489990234375,37308200.0,AAPL
2026-02-24,272.1400146484375,274.8900146484375,267.7099914550781,267.8599853515625,47014600.0,AAPL
2026-02-25,274.2300109863281,274.94000244140625,271.04998779296875,271.7799987792969,33714300.0,AAPL
2026-02-26,272.95001220703125,276.1099853515625,270.79998779296875,274.95001220703125,32345100.0,AAPL
2026-02-27,264.17999267578125,272.8099975585937,262.8900146484375,272.8099975585937,72366500.0,AAPL
2026-03-02,264.7200012207031,266.5299987792969,260.20001220703125,262.4100036621094,41827900.0,AAPL
2026-03-03,263.75,265.5599975585937,260.1300048828125,263.4800109863281,38568900.0,AAPL
2026-03-04,262.5199890136719,266.1499938964844,261.4200134277344,264.6499938964844,39803100.0,AAPL
2026-03-05,260.2900085449219,261.5599975585937,257.25,260.7900085449219,49658600.0,AAPL
2026-03-06,257.4599914550781,258.7699890136719,254.3699951171875,258.6300048828125,41120000.0,AAPL
2026-03-09,259.8800048828125,261.1499938964844,253.67999267578125,255.69000244140625,38218500.0,AAPL
2026-03-10,260.8299865722656,262.4800109863281,256.95001220703125,257.6499938964844,30590800.0,AAPL
2026-03-11,260.8099975585937,262.1300048828125,259.54998779296875,261.0899963378906,26218900.0,AAPL
2026-03-12,255.75999450683597,258.95001220703125,254.17999267578125,258.6600036621094,40794000.0,AAPL
2026-03-13,250.1199951171875,256.3299865722656,249.5200042724609,255.47999572753903,36930000.0,AAPL
2026-03-16,252.82000732421875,253.88999938964844,249.8800048828125,252.1100006103516,32074200.0,AAPL
2026-03-17,254.22999572753903,255.1300048828125,252.17999267578125,252.9600067138672,32361600.0,AAPL
2026-03-18,249.94000244140625,254.94000244140625,249.0,252.6300048828125,35757900.0,AAPL
2026-03-19,248.9600067138672,251.8300018310547,247.3000030517578,249.3999938964844,34864100.0,AAPL
2026-03-20,247.9900054931641,249.1999969482422,246.0,247.97999572753903,88331100.0,AAPL
2026-03-23,251.4900054931641,254.6000061035156,250.27999877929688,253.97000122070312,40546100.0,AAPL
2026-03-24,251.63999938964844,254.8300018310547,249.5500030517578,250.3500061035156,45152300.0,AAPL
2026-03-25,252.6199951171875,255.0,251.6000061035156,254.1000061035156,28476700.0,AAPL
2026-03-26,252.88999938964844,257.0,250.7700042724609,252.1199951171875,41796700.0,AAPL
2026-03-27,248.8000030517578,255.4900054931641,248.07000732421875,253.8999938964844,47900000.0,AAPL
2026-03-30,246.6300048828125,250.8699951171875,245.50999450683597,250.07000732421875,39446200.0,AAPL
2026-03-31,253.7899932861328,255.47999572753903,247.1000061035156,247.91000366210935,49598100.0,AAPL
2026-04-01,255.6300048828125,256.17999267578125,253.3300018310547,254.0800018310547,40059400.0,AAPL
2026-04-02,255.9199981689453,256.1300048828125,250.6499938964844,254.1999969482422,31289400.0,AAPL
2026-04-06,258.8599853515625,262.1600036621094,256.4599914550781,256.510009765625,29329900.0,AAPL
2026-04-07,253.5,256.20001220703125,245.6999969482422,256.1600036621094,62148000.0,AAPL
2026-04-08,258.8999938964844,259.75,256.5299987792969,258.45001220703125,41032800.0,AAPL
2026-04-09,260.489990234375,261.1199951171875,256.07000732421875,259.0,28121600.0,AAPL
2026-04-10,260.4800109863281,262.19000244140625,259.0199890136719,259.9800109863281,31291500.0,AAPL
2026-04-13,259.20001220703125,260.17999267578125,256.6600036621094,259.7300109863281,35196600.0,AAPL
2026-04-13,259.20001220703125,260.17999267578125,256.6600036621094,259.7300109863281,35196600.0,AAPL
